IssueType,ParentId,TaskId,TaskName,TaskContent,Status,DateCreatedText,DueDateText,StartDateText,Assignees,Priority,ListName,ProjectName,SpaceName,TimeEstimated,tags1,tags2,tags3,tags4,tags5,attachment1,attachment2,attachment3,comment1
story,,behcz,Add Flutter on-boarding guide to docs,"Creator checklist\\ I've added at least one use case\\ I've added a short description of what the feature should be\\ Use case(s)\\ As a developer with a Flutter project I want to add and configure Flutter projects easily so that I can have faster and more stable builds with the necessary tooling in place.\\ Description\\ We're adding official Flutter support to Bitrise and there needs to be proper documentation around it to help users onboard. This should be along the same lines of the rest of the platform on-boarding guides.\\ ",Closed,19/Nov/18 11:31 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,epic:_flutter_support,,,,,,,"25/Jan/19 2:38 PM;anna.banyik@bitrise.io;@Zoltán Bába One extra step has been added to the guide (""If you have an iOS project in your Flutter project, you will have to select an .ipa export method."") and the article is approved by Tomi. I released it to Devcenter.
"
story,,9jz2p,"Ionic, Cordova onboarding guide","Based on prev onboarding guides and:\\ Creating an app in Bitrise\\ Installing dependencies \\ Unit Tests\\ UI Tests\\ Code signing\\ Bitrise Deployment\\ Store Deployment\\ \\ ",Closed,18/Oct/18 11:30 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,54000,enhancement,helps_support,,,,,,
story,,c1t10,Restructure: Workflow Editor doesn't load in Troubleshooting,"Use case(s)\\ Current description is good but lacks a bit of formatting.\\ How it should work for the user\\ As part of our ""Troubleshooting restructing efforts"": We should break up the text a bit more to clearly see what is a description, what is a process, and what is the end result of the process. This way the article reads easier, key words such as 'upload', 'download' are more visible for those who just run through the text quickly..\\ Additional resources/research (optional)\\ ",Closed,03/Dec/18 12:42 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,3600,devcenter,enhancement,,,,,,
bug,,5cjmt,Replacing all screenshots on DevCenter due to the new brand,null,Closed,24/Jul/18 3:16 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,issue,,,,,,,
story,,6zjdr,Code signing troubleshooting,"Based on Ákos's presentation about iOS code signing, create a troubleshooting section for most frequently occurring code signing issues. This can be placed either:\\ \\ in the Troubleshooting section\\ in the Code signing section\\ both (probably the best idea, though it violates certain technical communication principles)\\ ",Closed,16/Aug/18 4:39 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,helps_support,,,,,,
story,,wbqwu,Update Android unit test guide with Test results addon,"Use case(s)\\ I can view test results generated by Android Unit Test in the Test Results addon instead of Apps and Artifacts\\ Description\\ Our Android Unit Test guide and probably other Android - related guides have to be updated to Test Results Addon. \\ \\ ",Closed,10/May/19 9:26 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,epic:_testing_addon,platform:_android,,,,,
sub-task,g9prz,,Signoff,null,Closed,28/Jan/19 10:00 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,78hah,Starting builds manually,"In the Builds section, there is no guide to explain how to start a single build manually. ""Scheduling builds"" solves half the problem but we need a guide for the ""other half"".\\ ",Closed,04/Sep/18 11:04 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,,,,,,,
task,,mb0jy,Prepare a presentation on localization,"What should we do?\\ Show how DevCenter's Japanese localization works. \\ Why should we do it?\\ Information sharing for colleagues. Raising awareness of what we do. \\ More details\\ ",Closed,05/Mar/19 2:07 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,10800,maintenance,,,,,,,
story,,pwbk8,"Publishing the translation of ""Teams and Organizations""","Articles translated from English to Japanese have to be moved to the live environment. Afterwards we have to check that the menus are set correctly and therefore navigation is seamless and simple. \\ Translated DevCenter section: \\ チームと組織 (Teams and Organizations)\\ \\ Translated articles (both JP and EN titles): \\ アプリチームのユーザーのロール (User roles on app teams)\\ 組織 (Organizations)\\ 	組織の請求と購読の管理 (Managing billing and subscription for organizations)\\ 	組織の請求書管理 (Managing invoices of your organizations)\\ 	組織メンバーの管理 (Managing organization members)\\ 	組織オーナーの変更 (Changing the owners of organizations)\\ 	組織のアプリ管理 (Managing the apps of organizations)\\ 	組織内のSAML SSO (SAML SSO in organizations)\\ ",Closed,27/Mar/19 3:50 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,enhancement,publish:_our_sites_(blog_/_newsletter_/_devcenter_/_github_lists,_...),review,,,,,"28/Mar/19 5:00 PM;ryuji.owan@bitrise.io;Oh I see :D
Okay!
","28/Mar/19 4:50 PM;zoltan.baba@bitrise.io;thanks but I meant the full article: https://devcenter.bitrise.io/team-management/teams-vs-organizations/ :)
","28/Mar/19 4:20 PM;ryuji.owan@bitrise.io;sorry for late reply, 
""チームと組織の概要""
can be the translation of that :D
","27/Mar/19 5:03 PM;zoltan.baba@bitrise.io;@Ryuji Owan I've added a new article to this section today: ""Teams and organizations overview"" - can you please translate that, too? My apologies for not letting you know about it sooner :)
"
story,,pndjk,API documentation: webhooks,"Use case(s)\\ User wants to register incoming and/or outgoing webhooks using the Bitrise API. \\ How it should work for the user\\ The user should have a guide at hand that explains what webhooks are, how they work, and how to configure the different types. \\ Additional resources/research (optional)\\ ",Closed,26/Mar/19 12:35 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,28800,enhancement,,,,,,,
task,,bfb2e,Research frequent Android issues outside of the current ones,"Current Frequent Android issue article needs some restructuring but first we need to see if there are other issues which might be missing from the list.\\ \\ Some discuss conversations to go through, list is not exhaustive \\ \\ https://discuss.bitrise.io/t/android-sdk-license-issue/97 another reason to use our Installer\\ https://discuss.bitrise.io/t/how-to-install-a-specific-android-ndk-version-on-the-android-linux-stack/4400 install Android NDK version on the Android/Linux stack\\ https://discuss.bitrise.io/t/couldnt-find-com-android-tools-build-gradle-3-0-0/3170 couldnt find com.android.tool.build:gradle\\ https://discuss.bitrise.io/t/cannot-sign-the-apk/5759 Cannot sign the apk\\ https://discuss.bitrise.io/t/android-build-failing-due-to-gradlew-path-not-configured/5372 Android build failing due to gradlew path not configured\\ https://discuss.bitrise.io/t/install-missing-android-tools-failed/3630 wrong stack selection, etc\\ ",Closed,20/Nov/18 4:17 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,18000,platform:_android,,,,,,,
story,,3b210,Caching - add the guides that are currently on discuss to Devcenter,"Currently all caching guides point to discuss forum threads on Devcenter. This needs to be fixed. \\ ",Closed,23/May/18 2:42 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,,enhancement,,,,,,,
sub-task,hm0f9,,Review with Bazsi 14.02.2019,null,Closed,08/Feb/19 12:28 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,5fr8w,Onboarding Guide: ReactNative getting started (on bitrise) guide.,"Based on my level 2 support week it seems ReactNative developers would really benefit from a getting started guide or video.\\ \\ Basically a single high level documentation guiding the user through:\\ \\ Registering the repository on bitrise.io, selecting the right config type on AddNewApp (the React Native one)\\ Selecting the Stack\\ Once the project is registered: what steps/build will be performed for code changes\\ How to generate an Android APK\\ How to generate an iOS IPA\\ \\ http://blog.thebakery.io/continuous-integration-for-react-native-applications-with-fastlane-and-bitrise-ios-version/\\ https://blog.bitrise.io/bitrise-codepush-react-native-ideal-mobile-ci-setup\\ https://hanno.co/blog/bitrise-deployment-workflow-react-native/\\ https://discuss.bitrise.io/t/how-to-build-bundle-and-test-react-native-projects-on-bitrise/1096\\ https://devcenter.bitrise.io/tutorials/community-created/#react-native\\ \\ Creating an app in Bitrise\\ Installing dependencies \\ Unit Tests\\ UI Tests\\ Code signing\\ Bitrise Deployment\\ Store Deployment\\ \\ ",Closed,27/Jul/18 3:56 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,28800,enhancement,helps_support,,,,,,
sub-task,xkbve,,Review,null,Open,20/May/19 12:08 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,g9prz,,Review,"On review with Bazsi\\ ",Closed,28/Jan/19 10:00 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,xj3yn,,Review,null,Open,20/May/19 11:55 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,q96ct,Research Ship addon,"What should we do?\\ Research how the Ship addon will work: what it does and how the users can set it up.\\ Why should we do it?\\ To be able to provide quality documentation in time. \\ More details\\ ",Closed,01/Apr/19 9:47 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,14400,maintenance,,,,,,,
story,,w4hkp,Checking SAML SSO login with Safari for Okta and Azure & update guides,"Use case(s)\\ Trying to log in to Bitrise with SAML SSO (Okta) but Safari throws error: \\ Error: The CORS policy for this site does not allow access from the specified Origin....\\ \\ How it should work for the user\\ Investigate if copying the url to a new tab will solve the problem. As it does with GSuit. What's the situ with Azure?\\ Additional resources/research (optional)\\ Add a note on this to our Azure and Okta guides if Safari is messing up the login procedure > Found out all our guides need this note if user is trying to login with Safari.\\ ",Closed,09/May/19 9:50 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,epic:_saml_sso,,,,,,
story,,3tq0u,Build triggering: Bitrise Build Start and Bitrise Wait for Build steps,null,Closed,08/Jun/18 5:14 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,enhancement,,,,,,,
story,,bppnc,"Add a new section to the VPN guide, using the OpenVPN step from the StepLib!","Use case(s)\\ Our existing VPN guide (https://devcenter.bitrise.io/tutorials/vpn-configuration/) include a Script based solution, for StrongSwan VPN. That's great, but we just recently got a VPN step from the community, which can make the process easier and more maintainable - instead of you having to fiddle with a Script you can just use a Step!\\ \\ The related step (from our friends at DeNA ;) ) : https://www.bitrise.io/integrations/steps/open-vpn\\ How it should work for the user\\ I'd dedicate a section for this in the VPN config guide, as this seems to be an easier option than the Script based StrongSwan VPN setup.\\ \\ The step is used by DeNA every day, with their self hosted GitHub EE config & bitrise ;)\\ Additional resources/research (optional)\\ https://devcenter.bitrise.io/tutorials/vpn-configuration/\\ ",Closed,26/Nov/18 12:14 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,enhancement,,,,,,,,"26/Nov/18 12:20 PM;viktor.benei@bitrise.io;These's also a Cisco VPN step from DroidsOnRoids - https://www.bitrise.io/integrations/steps/vpnc-connect - but that seems to be more advanced/more complex to configure.
"
story,,krn1c,Pushing Japanese localization to live environment,"Use case(s)\\ Japanese localization is done, test cases seem to show it's stable. Time to try it in the live environment again. \\ How it should work for the user\\ User should be able to switch between Japanese and English articles seamlessly. All articles should be available on the site regardless of language settings (not all Japanese articles are translated: those must be available in English when set to JP language). \\ Additional resources/research (optional)\\ ",Closed,27/Feb/19 6:09 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,7200,devcenter,enhancement,,,,,,
task,,xj46z,Add the missing text boxes to the Format section of our Style Guide,"What should we do?\\ Add the missing text boxes to the Format section of our Style Guide\\ Why should we do it?\\ To finish off and share it with other content writers.\\ \\ ",Closed,20/May/19 11:59 AM,,,,1,Technical Writing,Technical Writing,Completed Archive,3600,bitrise_style_guide,devcenter,maintenance,,,,,
story,,k3r2e,API documentation: registering applications,"Use case(s)\\ There is no detailed instruction on how to use the API for given operations, such registering new applications via the API.\\ How it should work for the user\\ The user should understand the details of using all endpoints that serve to create new applications. The process should look like this:\\ Register the new app.\\ Create and register an SSH keypair.\\ Confirm the new app.\\ Registering a webhook should not be part of this guide but a link should point to the webhook section once such a section is available. \\ Additional resources/research (optional)\\ api-docs.bitrise.io\\ ",Closed,21/Feb/19 5:10 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,api,enhancement,,,,,,
sub-task,bpp6f,,include the build and test step requirements,null,Closed,04/Dec/18 1:51 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
sub-task,gn44t,,Identify the next section to be updated,null,Closed,31/Jan/19 11:46 AM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
task,,3nnpa,Rewrite the Install CLI topic,"The Install Bitrise CLI topic is not clear: it needs clearly identifiable steps and a differentiation between ""regular"" and homebrew install. The download link for the binary file should be in one of the steps. \\ \\ 2018.06.07.: Done. Pull request waiting for review and merge. \\ ",Closed,03/May/18 10:46 AM,,,,2,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,8udn9,Onboarding guide: Xamarin apps,"A single document that guides the user through from adding a Xamarin app to deploying it. \\ \\ Adding the app\\ dependencies\\ testing \\ code signing\\ deployment \\ ",Closed,04/Oct/18 12:41 PM,,,,1,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,helps_support,,,,,,
story,,bcn49,Researching Calabash UI Testing on Xamarin,"Found this guide from Krisz ondiscuss:\\ \\ Check if process/steps are still valid. If so, include this guide in Testing.\\ https://discuss.bitrise.io/t/how-to-do-calabash-uitesting-on-bitrise/361\\ ",Closed,14/Nov/18 2:58 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,7200,enhancement,platform:_xamarin,,,,,,,"03/Dec/18 11:48 AM;anna.banyik@bitrise.io;Guide is still valid and our Calabash UI test step is still alive but we have not experienced hight usage of this step (there are other UI testing steps instead). Krisz's guide is useful so we decided to include a link in out Getting started with Xamarin apps article pointing out to Krisz's discuss guide. 
","01/Dec/18 11:18 AM;anna.banyik@bitrise.io;Checking with Tooling if UI testing detailed in the link is something we want to include in our Guide or not? Looks like Calabash has been deprecated then passed on to another maintainer. Need to ask Tooling and then keep or close this card.
"
sub-task,q1td3,,Review,null,Closed,28/Mar/19 5:14 PM,,,,null,Technical Writing,Technical Writing,Completed Archive,,,,,,,,,
story,,bcmpm,API documentation: annotate all handlers,"Annotate API endpoints and add them to Swagger documentation. \\ ",Closed,14/Nov/18 2:41 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,36000,enhancement,,,,,,,,"30/Nov/18 9:16 AM;zoltan.baba@bitrise.io;Meeting on Monday, estimation after that. 
"
story,,yd0ju,"DevCenter design update: sidebar nav, search bar and lang selector","Use case(s)\\ Side menu needs its own icons. Language selector should be a dropdown menu. Search bar should use our own icons. \\ How it should work for the user\\ They should see beautiful documentation. \\ Additional resources/research (optional)\\ ",Closed,24/May/19 12:47 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,21600,devcenter,enhancement,,,,,,
bug,,ek1d5,Minor screenshot inconsistency,"Actual Behaviour\\ In https://devcenter.bitrise.io/getting-started/signing-up/self-hosted-gitlab/#connect-a-self-hosted-gitlab-instance-with-bitrise on the screenshot at step 7, the selected scopes are different than what was selected in step 6.\\ Expected Behaviour\\ They should be the same, to show the same process.\\ Steps to Reproduce\\ Visit https://devcenter.bitrise.io/getting-started/signing-up/self-hosted-gitlab/#connect-a-self-hosted-gitlab-instance-with-bitrise\\ ",Closed,07/Jan/19 5:15 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,3600,issue,,,,,,,,"14/Jan/19 10:03 AM;anna.banyik@bitrise.io;@Zoltán Bába do you mind replacing the screenshot since you were the self-hosted Gitlan instances wizard ;) Do the magic, Zoli! :)
"
story,,95nv7,Rewrite Android Tips & Tricks,"Restructure Android Tips & Tricks: create a list of task name - what you can do with it \\ Check if overall content is still valid or has been changes?\\ Since Gradle Runner is mentioned, highlight key differences between Android Build and Gradle Runner steps either here or if there are big differences might consider creating its own article. (when to use which step, which can build multiple build variants?) - ask Tooling\\ Rename ""Install missing Android tools"" step to ""Install missing Android SDK components""\\ ",Closed,11/Oct/18 10:33 AM,,,,3,Technical Writing,Technical Writing,Completed Archive,43200,enhancement,research,,,,,,
task,,r1cr8,Assessing articles that need restructuring,"What should we do?\\ Besides adding new content to Devcenter, we aim to give a fresh facelift to the old content so that it's well structured, streamlined with easy to follow processes.\\ Creating cards for each article we have not restructured yet.\\ Why should we do it?\\ Old content should catch up with the new content's sytle and structure\\ More details\\ Creating cards for each article we have not restructured yet.\\ ",Closed,05/Apr/19 2:50 PM,,,,3,Technical Writing,Technical Writing,Completed Archive,7200,devcenter,maintenance,,,,,,
story,,5frbn,Getting Started With: Workflows,"Based on level 2 support feedback, this guide would include a brief introduction to workflows:\\ \\ Explain the ones that are added to the project automatically after registration: primary and deploy\\ Explain the Trigger Map, that primary is performed for every code change and that deploy should be used for deploying either manually, or how to set the Trigger Map to run deploy automatically for every change on the master branch\\ Last but not least in short that you can create additional workflows\\ \\ ",Closed,27/Jul/18 4:00 PM,,,,2,Technical Writing,Technical Writing,Completed Archive,10800,enhancement,helps_support,,,,,,
