Task ID,Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Project Name,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments
yhq45,VDT Timeout option has to be decreased to 2700 seconds,"Actual Behaviour\nVDT steps currently fail Failed to start test: 500, error: Failed to create testing service, error: googleapi: Error 400: Given test timeout of 60 min exceeds limit of 45 min., badRequest if they run long enough, since Google recently changed the max limit of tests to 45 minutes.\nExpected Behavior\nOur step should be changed to reflect this value\nSteps to Reproduce\nYou can reproduce it by running a VDT step longer than 45 minutes 🤔\nHow to solve:\nRelease a new step version with the new limits\nUpdate the testing addon to do not accept more Timeout then the valid options\n",🚀 in progress,1558953309947,"5/27/2019, 12:35:09 PM GMT+2",,,,,null,[],[Laszlo Szucs],"[epic: testing addon,issue]",1,Tooling,Engineering,Iterations,7200000,2 h ,{},"[{""text"":""Waiting for review: https://github.com/bitrise-io/addons-firebase-testlab/pull/55\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""6/5/2019, 4:51:15 PM GMT+2"",""resolved"":""N/A""},{""text"":""for Android https://github.com/bitrise-steplib/steps-virtual-device-testing-for-android/pull/45\n"",""by"":""sandor.feher@bitrise.io"",""assigned"":false,""date"":""5/31/2019, 1:05:01 PM GMT+2"",""resolved"":""N/A""},{""text"":""for iOS https://github.com/bitrise-steplib/steps-virtual-device-testing-for-ios/pull/11\n"",""by"":""sandor.feher@bitrise.io"",""assigned"":false,""date"":""5/31/2019, 1:02:06 PM GMT+2"",""resolved"":""N/A""},{""text"":""Consensus:\nAdd timeout validation in iOS & Android VDT steps\nChange description to reflect the new limit\nUpdate the add-on server to alway fall back to the allowed maximum\n"",""by"":""daniel@bitrise.io"",""assigned"":false,""date"":""5/30/2019, 2:18:44 PM GMT+2"",""resolved"":""N/A""},{""text"":""Google decreased the maximum timeout value to 2700 seconds (from 3600), and the API calls made to Firebase fails in case of using higher value than 2700 seconds.\n\nNeed to set the timeout input's  DESCRIPTION for both steps, as it is misleading for the users (check the API if both platform is affected), and also need to have a step input validation for this. (To not to let the users use a higher value than 2700 seconds.\n\nNeed to think about:\nIf we change the step, the change will be available in the latest step version only, and in any other step version user still will have the same problem, it is a fact that the users no need to lock for previous versions as there were no huge major changes recently. So most likely the should be able to use the latest version in any case.\nWe might can set this maximum limit validation in the addon server itself, however the addon server won't be able to respond back to the users that another value will be used instead of the one they set, except if the server returns an error which would fail the step the same way. One positive point beside of this that previously the Firebase API did not validate the timeout value, it simply capped to their maximum without returning error. (So if you set 5000 then it were running with 3600 automatically, without error) We could continue to use the same logic.\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""5/30/2019, 11:00:55 AM GMT+2"",""resolved"":""N/A""}]"
w7yav,Review,null,Closed,1557401278319,"5/9/2019, 1:27:58 PM GMT+2",,,,,w7ya7,[],[Laszlo Szucs],[],null,Tooling,Engineering,Iterations,5400000,1 h 30 m,{},[]
yuhpb,Fix android-unit-test index error,User reported issue with version 0.10.0 \n\nhttps://github.com/bitrise-steplib/bitrise-step-android-unit-test/issues/14\n,Closed,1559137087214,"5/29/2019, 3:38:07 PM GMT+2",,,,,null,[],[Laszlo Szucs],[],null,Tooling,Engineering,Iterations,,,{},"[{""text"":""Waiting for steplib PR to be merged in.\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""5/31/2019, 5:18:09 PM GMT+2"",""resolved"":""N/A""},{""text"":""Waiting for release approval from @Krisztian Godrei , because he had some questions earlier.\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""5/31/2019, 12:25:15 PM GMT+2"",""resolved"":""N/A""},{""text"":""Waiting for review: https://github.com/bitrise-steplib/bitrise-step-android-unit-test/pull/15\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""5/31/2019, 10:02:03 AM GMT+2"",""resolved"":""N/A""},{""text"":""User response: fix works. Needs to be released.\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""5/30/2019, 5:44:17 PM GMT+2"",""resolved"":""N/A""},{""text"":""Fix published on branch, notified user with instructions. Waiting for reply.\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""5/30/2019, 10:54:51 AM GMT+2"",""resolved"":""N/A""}]"
yh1qz,Support,Intercom\nThink about / optimize support tools / processes\n\n\n,Closed,1558937581253,"5/27/2019, 8:13:01 AM GMT+2",,,,,null,[],[Krisztian Godrei],[],2,Tooling,Engineering,Iterations,18000000,5 h ,{},[]
e4j7q,Merge,null,Open,1546431083878,"1/2/2019, 1:11:23 PM GMT+1",,,,,e4j7n,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
gh4kx,Android scanner is not asking for variant,"Actual Behaviour\nWhen a user scans a project on our scanner, he won't receive a question about which variant he wants to build/test.\nExpected Behaviour\nWe should show our brand new user_input_optional option view so they can type the one they want or leave it empty.\nSteps to Reproduce\nscan any android project\nwait for the question\n\nTo achieve this we need to have a small refactor in our scanner to switch to the new scanner option type selector.\n\nImplementation details:\nMerge the new option model: https://github.com/bitrise-core/bitrise-init/pull/136/files\nAfter the PR merge, use this method: https://github.com/bitrise-core/bitrise-init/pull/136/files#diff-f021d6f4671f583780a9d59e45ae2940R85 to set input types for all android options, for example: \nhttps://github.com/bitrise-core/bitrise-init/blob/master/scanners/android/android.go#L63\nfrom:\nvariantOption := models.NewOption(VariantInputTitle, VariantInputEnvKey)\nto: \nvariantOption := models.NewOption(VariantInputTitle, VariantInputEnvKey).SetType(models.TypeOptionalUserInput)\n\nMigrate all the android scanner's option model, to the new option model.\n\nAfter that we can create the first option (variant), which is an optional selector type input (user either do not specify the input [specify an empty value] / choose from a given list of options).\nVariant option was user_input and now it need to be user_input_optional.\n",👀 blocked,1548843818301,"1/30/2019, 11:23:38 AM GMT+1",,,,,null,[],[Tamas Papik],"[issue,platform: android,refined]",1,Tooling,Engineering,Iterations,21600000,6 h ,{},"[{""text"":""waiting for review\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""6/6/2019, 11:41:55 AM GMT+2"",""resolved"":""N/A""},{""text"":""waiting fo rreview: https://github.com/bitrise-io/bitrise-init/pull/155\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""5/29/2019, 10:43:14 AM GMT+2"",""resolved"":""N/A""},{""text"":""extra 4 hours spent with findig possibility to test the new scanner in the local website instance\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""5/24/2019, 2:25:12 PM GMT+2"",""resolved"":""N/A""},{""text"":""Waiting for review: https://github.com/bitrise-io/bitrise-init/pull/155\nAlso waiting for website integration test\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""5/22/2019, 4:37:04 PM GMT+2"",""resolved"":""N/A""}]"
yvmq1,Modify Flank step to support reporting to Testing add-on,"Use case(s)\nFlank is widely used by customers testing on Firebase Test Lab, and they'd like to take advantage of our test reporting add-on and Flank step together.\nDescription\nChange reporting directory to what the Testing add-on expects and change XML format if needed so users can see their Firebase tests run through Flank properly in the add-on.\nAdditional resources/research (optional)\n",Open,1559203252224,"5/30/2019, 10:00:52 AM GMT+2",,,,,null,[],[Laszlo Szucs],"[enhancement,epic: testing addon]",1,Tooling,Engineering,Iterations,10800000,3 h ,{},[]
j0p9r,Review,null,Open,1549975961928,"2/12/2019, 1:52:41 PM GMT+1",,,,,j0p9q,[],[Krisztian Godrei],[],null,Tooling,Engineering,Iterations,,,{},[]
z8c3f,release scanner,null,Open,1559563840260,"6/3/2019, 2:10:40 PM GMT+2",,,,,vyh0a,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
wwjny,Validate Add new project CLI phase results,What should we do?\nWe should validate Add new project CLI phase results:\nusing the provided ssh key the given repository is accessible\nprovided bitrise.yml is valid\nmake sure that the webhook registration endpoint errors are handled properly\nWhy should we do it?\nTo make sure the registration cli tool submits valid parameters\nMore details\n\nValidate if API TOKEN is provided (it is a required input)\n,👀 blocked,1557834997307,"5/14/2019, 1:56:37 PM GMT+2",,,,,null,[],[Laszlo Szucs],"[enhancement,epic: register new app from terminal/cli]",1,Tooling,Engineering,Iterations,10800000,3 h ,{},"[{""text"":""Waiting for review: https://github.com/bitrise-io/bitrise-add-new-project/pull/19\n"",""by"":""laszlo.szucs@bitrise.io"",""assigned"":false,""date"":""6/7/2019, 12:33:24 PM GMT+2"",""resolved"":""N/A""}]"
j8pcw,Scanner is unable to find `contents.xcworkspacedata` while it's there,"Actual Behaviour\nA user reported his project to be failing on the scanner with the following issue. \n\n \nBut based on the next screenshot of his repo the file seems to be present:\n \nExpected Behaviour\nAs there are no particular issues with the step we've asked for the users .xcodeproj file, please take a look at what might be causing this.\n_____________________________________\n\nAs there are no particular issues with the step we've asked for the users .xcodeproj file, it's attached, please take a look at what might be causing this.\n",🚀 in progress,1550148047803,"2/14/2019, 1:40:47 PM GMT+1",,,,,null,"[{""title"":""gitignore"",""url"":""https://attachments.clickup.com/b0eb2a4f-f2e7-490a-bf3f-c3c11d5ca882/gitignore""},{""title"":""translator.xcworkspace.zip"",""url"":""https://attachments.clickup.com/b12d8878-aae3-45fa-b4f9-aab2332ca3f1/translator.xcworkspace.zip""},{""title"":""translator.xcodeproj.zip"",""url"":""https://attachments.clickup.com/f7e0ed29-5b48-417d-b4aa-03790656b86d/translator.xcodeproj.zip""},{""title"":""Capture d’écran 2019-02-14 à 11.51.07.png"",""url"":""https://attachments.clickup.com/c149cd6c-59c5-44b2-b90a-d34575773e54/Capture%20d%E2%80%99e%CC%81cran%202019-02-14%20a%CC%80%2011.51.07.png""},{""title"":""Capture d’écran 2019-02-14 à 11.49.59.png"",""url"":""https://attachments.clickup.com/4cdb0a24-c366-4296-b56b-2c0ec2389409/Capture%20d%E2%80%99e%CC%81cran%202019-02-14%20a%CC%80%2011.49.59.png""}]",[László Püsök],"[issue,platform: ios,refined,team-tooling]",1,Tooling,Engineering,Iterations,14400000,4 h ,{},"[{""text"":""notified user (https://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/conversation/20813669930)\nthat the issue could not be reproduced, and requested more info.\n"",""by"":""laszlo.pusok@bitrise.io"",""assigned"":false,""date"":""6/7/2019, 1:20:08 PM GMT+2"",""resolved"":""N/A""},{""text"":""(he removed the dot prefix of the gitignore)\n"",""by"":""bence.kubik@bitrise.io"",""assigned"":false,""date"":""2/20/2019, 3:38:04 PM GMT+1"",""resolved"":""N/A""},{""text"":""User can't share the repo, but provided the other requested files\n"",""by"":""bence.kubik@bitrise.io"",""assigned"":false,""date"":""2/20/2019, 3:36:53 PM GMT+1"",""resolved"":""N/A""},{""text"":""Please ask the user to share his repository with us.\n\nOr if he can't share it with us, then at least the following ones:\n.xcworkspace file\n.gitignore file\n"",""by"":""akos.birmacher@bitrise.io"",""assigned"":""bence.kubik@bitrise.io"",""date"":""2/20/2019, 2:10:11 PM GMT+1"",""resolved"":true},{""text"":""could be unrelated but I'm seeing the same error for a build on the recreate user schemes step: https://app.bitrise.io/build/9c2b2aab06d2bb8b\n"",""by"":""bence.kubik@bitrise.io"",""assigned"":false,""date"":""2/14/2019, 4:03:12 PM GMT+1"",""resolved"":""N/A""}]"
xyfec,Research: Unity platform support,"Use case(s)\nUnity is the most used framework to build mobile games, so we want to provide official support for it.\nDescription\nThe research should answer the following questions:\nHow can we make license activation easy for the users, both for free and premium Unity users?\nWhat tools are needed to be able to build Unity apps? Which of these can we preinstall?\nWhat steps will the team need to create and/or modify for Unity support?\nWhat needs to be changed in the Scanner?\nWhat files/directories can we cache for Unity builds to achieve optimum performance?\nIs there any special output that Unity projects generate beside the executable artifacts?\nIs there any special hardware requirement to run Unity builds in a stable, reliable manner? \nAdditional resources / research (optional)\nResearch doc: https://app.nuclino.com/Bitrise/Projects/WIP-Unity-Platform-Support-7454f8ea-9573-464e-a14e-14dd0c8cb791\n\nThe feature owner is: Tomi\n",Open,1558515279723,"5/22/2019, 10:54:39 AM GMT+2",,,,,null,[],[Tamas Papik],"[enhancement,epic: unity support]",1,Tooling,Engineering,Iterations,46800000,13 h ,{},[]
ypayc,DevCenter review: Android Unit test and Test Reports (QUICK READ),GitHub commit link: https://github.com/bitrise-io/devcenter/commit/b5cd11e5d92b2c148dd28f41d89b2be4b000e1b4\nPreview link: https://mpxzvqn7ysfysw.preview.forestry.io/reviews/android-unit-testing-draft/\nContent summary \nI've updated our existing Android unit testing guide to include the Testing page option. Indicated that viewing test results atm is only possible with the Android Unit Test Step and Android Lint continues to export to Apps & Artifacts. Please comment if any issues! Thanks!!\n\n,Closed,1559051853226,"5/28/2019, 3:57:33 PM GMT+2",,,,,null,[],[László Püsök],"[devcenter,enhancement,review]",1,Tooling,Engineering,Iterations,3600000,1 h ,"{""Review checklist"":[""Reviewed the text"",""Checked the screenshots in the preview"",""Notified the tech writer about the results of the review""]}",[]
y4rrn,Create implementation card with research result included,null,Closed,1558599837547,"5/23/2019, 10:23:57 AM GMT+2",,,,,y4rrm,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
hexmu,release a new scanner step version,null,Open,1549545041688,"2/7/2019, 2:10:41 PM GMT+1",,,,,gh4kx,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
z72v7,Support,Intercom\nThink about / optimize support tools / processes\n\n\n,🚀 in progress,1559551301258,"6/3/2019, 10:41:41 AM GMT+2",,,,,null,[],[Tamas Papik],[],2,Tooling,Engineering,Iterations,90000000,25 h ,{},[]
hexmr,release an init plugin,null,Open,1549545035436,"2/7/2019, 2:10:35 PM GMT+1",,,,,gh4kx,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
hx7b6,Merge,null,Open,1549881380868,"2/11/2019, 11:36:20 AM GMT+1",,,,,hx7b4,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
j5ngc,Update bitrise-utils/go-android dependency,Creator checklist\nI've added the Pull Request's title\nI've added the description of the Pull Request\nI've added the link to the Pull Request\nPull Request description\nEnables this step to be run on projects using Kotlin Gradle scripts.\n\nRelated change in the dependency: [bitrise-tools/go-android#26](https://github.com/bitrise-tools/go-android/pull/26)\nPull Request link\n\nhttps://github.com/bitrise-steplib/bitrise-step-android-unit-test/pull/9\n,Closed,1550074579406,"2/13/2019, 5:16:19 PM GMT+1",,,,,null,[],[László Püsök],"[enhancement,pull request]",1,Tooling,Engineering,Iterations,3600000,1 h ,{},"[{""text"":""https://github.com/bitrise-steplib/bitrise-step-android-unit-test/pull/16/files\n^ PR\n"",""by"":""laszlo.pusok@bitrise.io"",""assigned"":false,""date"":""6/3/2019, 3:40:19 PM GMT+2"",""resolved"":""N/A""},{""text"":""please check out the related issue thread as well: https://github.com/bitrise-steplib/bitrise-step-android-unit-test/issues/10\n"",""by"":""bence.kubik@bitrise.io"",""assigned"":false,""date"":""3/8/2019, 4:40:16 PM GMT+1"",""resolved"":""N/A""}]"
enmv6,notify user,https://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/1021234/conversations/20262416732\nhttps://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/2099054/conversations/19917642964\nhttps://discuss.bitrise.io/t/7352\nhttps://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/search/conversations/20934737724?q=https%3A%2F%2Fapp.bitrise.io%2Fbuild%2Fc2df7993f51c9663\nhttps://app.intercom.io/a/apps/e2rdidtm/inbox/inbox/2804524/conversations/21817607155\n,Open,1546957695245,"1/8/2019, 3:28:15 PM GMT+1",,,,,enj5x,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
mb1d1,Review,null,Closed,1551792599801,"3/5/2019, 2:29:59 PM GMT+1",,,,,mb1d0,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
x8jwh,review,null,Open,1558008677181,"5/16/2019, 2:11:17 PM GMT+2",,,,,vyh0a,[],[Krisztian Godrei],[],null,Tooling,Engineering,Iterations,5400000,1 h 30 m,{},[]
j5ngd,Review,null,Closed,1550074579436,"2/13/2019, 5:16:19 PM GMT+1",,,,,j5ngc,[],[Laszlo Szucs],[],null,Tooling,Engineering,Iterations,,,{},[]
ewprj,Devcenter review: Android App Bundle,"GitHub commit link: https://github.com/bitrise-io/devcenter/commit/561104a11b50bf5ba0e81d759f536d47ac839d8f\nPreview link:  https://mpxzvqn7ysfysw.preview.forestry.io/reviews/android-app-bundle-draft/\nContent summary \nBased on below customer enquiry, Users are looking for instructions on how a Bitrise wf can create an Android App Bundle. Code signing and deployment instructions added just to make things obvious!\nAdditional info (optional)\n",Closed,1547136407241,"1/10/2019, 5:06:47 PM GMT+1",,,,,null,"[{""title"":""Screenshot 2019-01-07 at 14.52.45.png"",""url"":""https://attachments.clickup.com/ceb167f4-ad55-4bc2-aa78-099df39fe65b/Screenshot%202019-01-07%20at%2014.52.45.png""}]",[Tamas Papik],"[devcenter,review]",1,Tooling,Engineering,Iterations,3600000,1 h ,"{""Review checklist"":[""Reviewed the text"",""Checked the screenshots in the preview"",""Notified the tech writer about the results of the review""]}","[{""text"":""@Anna Banyik ✅  \n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""6/6/2019, 9:22:45 AM GMT+2"",""resolved"":""N/A""},{""text"":""@Tamas Papik added new Github and preview link for you to review our article😊  \n"",""by"":""anna.banyik@bitrise.io"",""assigned"":false,""date"":""6/5/2019, 11:34:26 AM GMT+2"",""resolved"":""N/A""},{""text"":""waiting for meeting\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""6/3/2019, 11:28:01 AM GMT+2"",""resolved"":""N/A""},{""text"":""ask Anna what about this card\n"",""by"":""tamas.papik@bitrise.io"",""assigned"":false,""date"":""5/31/2019, 10:36:30 AM GMT+2"",""resolved"":""N/A""},{""text"":""Blocked\nWaiting for step releases\n"",""by"":""akos.birmacher@bitrise.io"",""assigned"":false,""date"":""5/28/2019, 1:41:53 PM GMT+2"",""resolved"":""N/A""},{""text"":""new version of the article will arrive once we finish all of the aab migration tasks, no need for review now\n"",""by"":""krisztian.godrei@bitrise.io"",""assigned"":""krisztian.godrei@bitrise.io"",""date"":""5/28/2019, 11:38:44 AM GMT+2"",""resolved"":true},{""text"":""moved back to the backlog as the android app bundle handling will be changed by this task: aqbqd \n"",""by"":""krisztian.godrei@bitrise.io"",""assigned"":false,""date"":""1/30/2019, 10:37:11 AM GMT+1"",""resolved"":""N/A""}]"
e4j7p,Review,null,Open,1546431083872,"1/2/2019, 1:11:23 PM GMT+1",,,,,e4j7n,[],[],[],null,Tooling,Engineering,Iterations,,,{},[]
j0tru,review,null,Open,1549978879212,"2/12/2019, 2:41:19 PM GMT+1",,,,,hy8av,[],[],[],null,Tooling,Engineering,Iterations,1800000,30 m,{},[]
yd48d,Review,null,Open,1558700793655,"5/24/2019, 2:26:33 PM GMT+2",,,,,j0p9q,[],[Akos Birmacher],[],null,Tooling,Engineering,Iterations,,,{},[]
hexn1,Review,null,Closed,1549545053076,"2/7/2019, 2:10:53 PM GMT+1",,,,,gh4kx,[],[Akos Birmacher],[],null,Tooling,Engineering,Iterations,5400000,1 h 30 m,{},[]
